station_abbr;reference_timestamp;tre200h0;tre200hn;tre200hx;tre005h0;tre005hn;ure200h0;pva200h0;tde200h0;prestah0;pp0qffh0;pp0qnhh0;ppz700h0;ppz850h0;fkl010h1;dkl010h0;fkl010h0;fu3010h0;fu3010h1;fkl010h3;fu3010h3;wcc006h0;fve010h0;rre150h0;htoauths;gre000h0;oli000h0;olo000h0;osr000h0;ods000h0;sre000h0;erefaoh0;tso005hs;tso010hs;tso020hs
NEU;01.01.2026 00:00;-3;-3.5;-2.7;-7.3;-7.4;37.7;1.8;-15.6;963.8;1024.3;1021.1;;;2.6;37;0.7;2.5;9.4;2.5;9;;;0;;0;212;;;;0;-0.004;;;
NEU;01.01.2026 01:00;-4;-4.4;-3.5;-7.8;-8.6;44.8;2;-14.3;962.9;1023.6;1020.2;;;1.4;34;0.8;2.9;5;1.4;5;;;0;;0;211;;;;0;-0.003;;;
NEU;01.01.2026 02:00;-4.4;-4.7;-4.2;-8.5;-8.8;40.1;1.8;-16.2;962.5;1023.3;1019.8;;;1.6;6;1;3.6;5.8;1.5;5.4;;;0;;0;210;;;;0;0.001;;;
NEU;01.01.2026 03:00;-4.3;-4.4;-4.1;-8.3;-8.9;60.9;2.7;-10.7;962.2;1022.9;1019.4;;;1.2;288;0.4;1.4;4.3;1.2;4.3;;;0;;0;212;;;;0;-0.01;;;
NEU;01.01.2026 04:00;-4.2;-4.7;-3.6;-8.3;-8.7;64.8;2.9;-9.9;961.5;1022.1;1018.7;;;1.2;180;0.4;1.4;4.3;1.2;4.3;;;0;;0;211;;;;0;-0.012;;;
NEU;01.01.2026 05:00;-3.9;-4.2;-3.5;-8.9;-9.2;66.9;3.1;-9.2;960.8;1021.4;1018;;;4.6;246;1.4;5;16.6;4.5;16.2;;;0;;0;212;;;;0;-0.003;;;
NEU;01.01.2026 06:00;-3;-3.2;-2.8;-8.1;-8.4;54.1;2.7;-11;960.3;1020.6;1017.5;;;4.1;255;2.1;7.6;14.8;4.1;14.8;;;0;;0;213;;;;0;0.006;;;
NEU;01.01.2026 07:00;-3.7;-4.4;-3.1;-8.5;-9.1;61.1;2.9;-10.2;960.1;1020.5;1017.2;;;2.8;230;0.9;3.2;10.1;2.7;9.7;;;0;;0;213;;;;0;-0.004;;;
NEU;01.01.2026 08:00;-4.4;-4.9;-3.8;-8.4;-9.2;68.8;3;-9.2;959.6;1020.2;1016.7;;;2.5;323;1.2;4.3;9;2.4;8.6;;;0;;17;212;;;;19;0.003;;;
NEU;01.01.2026 09:00;-3.2;-4.1;-1.7;-3.5;-6.1;69.2;3.4;-8;959.4;1019.6;1016.5;;;2.4;76;0.7;2.5;8.6;2.3;8.3;;;0;;126;213;;;;60;0.027;;;
NEU;01.01.2026 10:00;-0.9;-1.5;-0.7;1.2;-0.6;58.6;3.4;-8;958.9;1018.6;1016;;;6.2;238;2.4;8.6;22.3;6.1;22;;;0;;235;220;;;;60;0.077;;;
NEU;01.01.2026 11:00;0.3;-0.3;0.8;2.2;1.8;59.6;3.7;-6.7;957.7;1017.1;1014.8;;;7;232;3.6;13;25.2;6.7;24.1;;;0;;309;229;;;;60;0.106;;;
NEU;01.01.2026 12:00;1.1;0.8;1.2;4.1;2.9;59;3.9;-6.1;956.4;1015.5;1013.4;;;7.3;228;3.8;13.7;26.3;7.3;26.3;;;0;;341;232;;;;60;0.12;;;
NEU;01.01.2026 13:00;1.6;1.3;1.8;2.9;1.9;60;4.1;-5.3;955.4;1014.3;1012.3;;;7.7;231;3.4;12.2;27.7;7.3;26.3;;;0;;312;234;;;;60;0.112;;;
NEU;01.01.2026 14:00;2.2;1.9;2.5;2.7;2.4;58.7;4.2;-5.1;954.4;1013.1;1011.3;;;6.5;236;3;10.8;23.4;6.4;23;;;0;;259;237;;;;60;0.095;;;
NEU;01.01.2026 15:00;3;2.5;3.2;1.9;1.7;60.6;4.6;-3.9;953.9;1012.4;1010.8;;;8.4;255;4.1;14.8;30.2;8.2;29.5;;;0;;139;242;;;;59;0.068;;;
NEU;01.01.2026 16:00;3;2.7;3.3;1;0.1;61.3;4.7;-3.7;953.3;1011.8;1010.1;;;10.5;257;4.9;17.6;37.8;10.3;37.1;;;0;;41;242;;;;29;0.022;;;
NEU;01.01.2026 17:00;2.4;2.1;2.7;-0.4;-0.8;62.9;4.6;-4;952.8;1011.4;1009.6;;;8.6;271;5;18;31;8.4;30.2;;;0;;0;240;;;;0;0.018;;;
NEU;01.01.2026 18:00;2.6;2;3;-0.3;-0.9;60.7;4.5;-4.3;952.7;1011.2;1009.5;;;9.6;261;5;18;34.6;9.4;33.8;;;0;;0;237;;;;0;0.018;;;
NEU;01.01.2026 19:00;3;2.7;3.3;-1;-1.6;55.6;4.2;-5;952.6;1011;1009.4;;;8.2;252;4.5;16.2;29.5;7.9;28.4;;;0;;0;238;;;;0;0.02;;;
NEU;01.01.2026 20:00;3.1;2.7;3.4;-0.1;-1;61.4;4.7;-3.6;952.5;1010.9;1009.3;;;8.4;245;4.4;15.8;30.2;8.3;29.9;;;0;;0;241;;;;0;0.016;;;
NEU;01.01.2026 21:00;3;2.5;3.4;-0.4;-0.9;56.5;4.3;-4.8;952.6;1011;1009.4;;;10.6;248;4.3;15.5;38.2;10.3;37.1;;;0;;0;238;;;;0;0.02;;;
NEU;01.01.2026 22:00;3.1;2.9;3.6;0.3;0.1;50.2;3.9;-6.2;952.6;1011;1009.4;;;13.2;264;6.3;22.7;47.5;12.7;45.7;;;0;;0;234;;;;0;0.031;;;
NEU;01.01.2026 23:00;2.9;2.7;3.2;0.2;-0.1;47.3;3.6;-7.2;952.4;1010.8;1009.2;;;13.1;263;6.6;23.8;47.2;12.5;45;;;0;;0;231;;;;0;0.033;;;
NEU;02.01.2026 00:00;2.5;2.3;2.9;0.2;-0.2;52;3.8;-6.3;952.3;1010.8;1009.1;;;14.2;263;7.2;25.9;51.1;13.9;50;;;0;;0;231;;;;0;0.029;;;
NEU;02.01.2026 01:00;2.2;2.1;2.2;-0.1;-0.4;53.1;3.8;-6.4;951.8;1010.4;1008.6;;;15.8;268;7.4;26.6;56.9;15.3;55.1;;;0;;0;230;;;;0;0.029;;;
NEU;02.01.2026 02:00;2.2;2.1;2.3;-0.5;-0.6;53.5;3.8;-6.3;951.9;1010.5;1008.7;;;10.8;264;6.1;22;38.9;10.1;36.4;;;0;;0;232;;;;0;0.025;;;
NEU;02.01.2026 03:00;2;1.8;2.2;-0.4;-0.7;55.2;3.9;-6;951.8;1010.4;1008.5;;;9.6;250;5.4;19.4;34.6;9.6;34.6;;;0;;0;233;;;;0;0.023;;;
NEU;02.01.2026 04:00;1.6;1.5;1.8;-1;-1.2;52.6;3.6;-7;951.4;1010;1008.1;;;12.6;258;5.5;19.8;45.4;11.5;41.4;;;0;;0;233;;;;0;0.025;;;
NEU;02.01.2026 05:00;1.3;0.6;1.7;-1;-2;50.4;3.4;-7.9;951;1009.8;1007.7;;;12.5;259;6.1;22;45;12.1;43.6;;;0;;0;230;;;;0;0.027;;;
NEU;02.01.2026 06:00;1.1;0.8;1.3;-1.3;-2.2;54.9;3.6;-7;951;1009.8;1007.7;;;9.4;257;5.3;19.1;33.8;9.1;32.8;;;0;;0;246;;;;0;0.025;;;
NEU;02.01.2026 07:00;1.1;1;1.2;-0.8;-0.8;54.5;3.6;-7.1;951.1;1009.9;1007.8;;;10.2;261;5.4;19.4;36.7;9.9;35.6;;;0;;0;261;;;;0;0.029;;;
NEU;02.01.2026 08:00;1.2;0.8;1.6;-0.9;-1.3;52.7;3.5;-7.4;951.1;1009.9;1007.8;;;8.8;269;5.5;19.8;31.7;8.7;31.3;;;0;;12;251;;;;0;0.03;;;
NEU;02.01.2026 09:00;2;1.6;2.2;1.5;0.3;52.7;3.7;-6.7;951.4;1010.1;1008.1;;;9.9;256;5.7;20.5;35.6;9.7;34.9;;;0;;90;269;;;;8;0.082;;;
NEU;02.01.2026 10:00;3.4;2.5;4;5.7;2.6;49.9;3.9;-6;951.5;1009.8;1008.2;;;10.1;253;5.9;21.2;36.4;10;36;;;0;;292;271;;;;45;0.135;;;
NEU;02.01.2026 11:00;3.6;3.4;3.9;4.7;4.2;52.1;4.1;-5.3;951.2;1009.4;1007.9;;;9.4;244;4.7;16.9;33.8;9.2;33.1;;;0;;174;287;;;;0;0.111;;;
NEU;02.01.2026 12:00;4.2;3.8;4.5;4.8;4.3;53;4.4;-4.6;950.3;1008.3;1007;;;9.2;246;4.9;17.6;33.1;8.8;31.7;;;0;;160;283;;;;2;0.113;;;
NEU;02.01.2026 13:00;4.1;4;4.2;4.4;4;52.7;4.3;-4.7;949.7;1007.7;1006.3;;;11.1;259;5.2;18.7;40;10.5;37.8;;;0;;88;307;;;;0;0.1;;;
NEU;02.01.2026 14:00;3.8;3.8;3.9;3.7;3.6;56.3;4.5;-4.1;949.1;1007.1;1005.7;;;11.1;262;5.9;21.2;40;10.5;37.8;;;0;;52;308;;;;0;0.089;;;
NEU;02.01.2026 15:00;3.7;3.5;3.8;3.2;2.8;56.2;4.5;-4.3;949.2;1007.3;1005.8;;;12.5;257;6.1;22;45;12.3;44.3;;;0;;27;306;;;;0;0.085;;;
NEU;02.01.2026 16:00;3.3;2.8;3.5;2.6;2.2;57.6;4.4;-4.3;949.3;1007.5;1005.9;;;12.9;246;6;21.6;46.4;12.2;43.9;;;0;;6;306;;;;0;0.072;;;
NEU;02.01.2026 17:00;2.6;2.6;2.7;1.9;1.8;64.9;4.8;-3.3;949.3;1007.6;1005.9;;;12.5;253;6.1;22;45;12;43.2;;;0;;0;306;;;;0;0.025;;;
NEU;02.01.2026 18:00;2.8;2.7;3;1.9;1.8;66;4.9;-2.9;949.2;1007.4;1005.8;;;10.8;227;5;18;38.9;10.5;37.8;;;0;;0;305;;;;0;0.023;;;
NEU;02.01.2026 19:00;2.9;2.8;3.1;2.1;2;62.6;4.7;-3.5;949.2;1007.4;1005.8;;;12.1;227;5.9;21.2;43.6;11.3;40.7;;;0;;0;306;;;;0;0.027;;;
NEU;02.01.2026 20:00;2.9;2.7;3.1;2;1.9;62.7;4.7;-3.5;949.2;1007.4;1005.8;;;10.4;237;4.8;17.3;37.4;9.8;35.3;;;0;;0;307;;;;0;0.025;;;
NEU;02.01.2026 21:00;2.7;2.6;2.8;2;1.9;60.9;4.5;-4.1;949.2;1007.5;1005.8;;;10;253;5.2;18.7;36;9.7;34.9;;;0;;0;307;;;;0;0.027;;;
NEU;02.01.2026 22:00;1.8;0.7;2.7;1.3;0.1;75.3;5.2;-2.3;949.8;1008.3;1006.4;;;11.9;253;5.3;19.1;42.8;11;39.6;;;0.1;;0;311;;;;0;0.016;;;
NEU;02.01.2026 23:00;0.6;0.5;0.7;-0.1;-0.1;94.1;6;-0.3;950.4;1009.3;1007.1;;;6.5;254;3.6;13;23.4;6.3;22.7;;;0.3;;0;310;;;;0;0.003;;;
NEU;03.01.2026 00:00;0.7;0.6;1;-0.1;-0.1;92.3;6;-0.4;950.5;1009.3;1007.2;;;8;267;3.6;13;28.8;7.6;27.4;;;0.1;;0;307;;;;0;0.004;;;
NEU;03.01.2026 01:00;0.6;0.4;0.9;-0.2;-0.3;84.9;5.4;-1.7;950.6;1009.4;1007.3;;;6.7;287;2.5;9;24.1;6.6;23.8;;;0.1;;0;304;;;;0;0.006;;;
NEU;03.01.2026 02:00;0.4;0.3;0.5;-1.3;-1.4;73.8;4.6;-3.8;950.5;1009.4;1007.2;;;12.4;314;6.5;23.4;44.6;12.1;43.6;;;0;;0;286;;;;0;0.017;;;
NEU;03.01.2026 03:00;0.6;0.1;0.8;-2.3;-3.1;68.7;4.4;-4.5;950.7;1009.5;1007.4;;;8.2;333;2.3;8.3;29.5;8;28.8;;;0;;0;267;;;;0;0.013;;;
NEU;03.01.2026 04:00;0.2;-0.3;0.6;-2.5;-3;70.5;4.4;-4.5;950.7;1009.7;1007.4;;;5.2;262;1.8;6.5;18.7;5.1;18.4;;;0;;0;274;;;;0;0.01;;;
NEU;03.01.2026 05:00;-0.4;-0.8;-0.1;-4.3;-4.9;69.6;4.2;-5.2;950.4;1009.4;1007.1;;;5.3;249;2.4;8.6;19.1;5.3;19.1;;;0;;0;228;;;;0;0.006;;;
NEU;03.01.2026 06:00;-0.4;-0.6;0;-3.6;-3.9;63.5;3.8;-6.4;950.3;1009.3;1007;;;10.9;282;4.6;16.6;39.2;10.7;38.5;;;0;;0;228;;;;0;0.015;;;
NEU;03.01.2026 07:00;-0.9;-1.1;-0.8;-4.1;-4.9;62.2;3.6;-7.2;950.7;1009.9;1007.4;;;12.5;284;4.5;16.2;45;11.9;42.8;;;0;;0;218;;;;0;0.014;;;
NEU;03.01.2026 08:00;-1.2;-1.3;-1;-5.2;-5.6;59.3;3.3;-8.2;951.1;1010.3;1007.8;;;9.9;242;3.2;11.5;35.6;9.8;35.3;;;0;;7;217;;;;0;0.036;;;
NEU;03.01.2026 09:00;-0.6;-0.9;-0.3;-3.9;-4.2;36.1;2.1;-14;951.1;1010.3;1007.8;;;13.4;307;6.6;23.8;48.2;13.3;47.9;;;0;;30;213;;;;0;0.098;;;
NEU;03.01.2026 10:00;0.2;-0.2;1;-2.3;-3.8;31.3;1.9;-14.9;951.5;1010.5;1008.2;;;10.5;292;4;14.4;37.8;10.3;37.1;;;0;;128;208;;;;24;0.099;;;
NEU;03.01.2026 11:00;1.7;1;2.1;1.7;0.7;30.3;2.1;-13.9;951.6;1010.3;1008.3;;;8.1;249;3.6;13;29.2;7.9;28.4;;;0;;341;212;;;;60;0.147;;;
NEU;03.01.2026 12:00;2;1.6;2.4;3.9;2.6;32.2;2.3;-12.9;951.6;1010.2;1008.3;;;10.5;257;3.4;12.2;37.8;10.4;37.4;;;0;;374;213;;;;60;0.156;;;
NEU;03.01.2026 13:00;2.1;1.9;2.3;2.2;0.9;32.9;2.3;-12.6;951.4;1009.9;1008.1;;;7.5;245;4.2;15.1;27;7.5;27;;;0;;351;215;;;;60;0.153;;;
NEU;03.01.2026 14:00;1.6;1.3;2;1.4;1;31.5;2.2;-13.5;951.3;1010;1008;;;9;241;4.3;15.5;32.4;8.8;31.7;;;0;;274;220;;;;60;0.132;;;
NEU;03.01.2026 15:00;1.4;1.3;1.5;-0.3;-0.9;32.6;2.2;-13.3;951.3;1010;1008;;;8.6;242;4.3;15.5;31;8.3;29.9;;;0;;161;222;;;;60;0.096;;;
NEU;03.01.2026 16:00;0.7;0.4;1.2;-1.9;-2.3;38.3;2.5;-11.9;951.6;1010.4;1008.3;;;9;257;4.5;16.2;32.4;8.8;31.7;;;0;;36;222;;;;39;0.031;;;
NEU;03.01.2026 17:00;-0.2;-0.5;0.2;-3;-3.8;42.6;2.6;-11.4;951.9;1011;1008.7;;;9;273;3.7;13.3;32.4;8.8;31.7;;;0;;0;227;;;;0;0.024;;;
NEU;03.01.2026 18:00;-0.7;-0.9;-0.5;-2.2;-2.8;53.5;3.1;-9;952.1;1011.4;1008.9;;;11.3;301;4.8;17.3;40.7;10.9;39.2;;;0;;0;257;;;;0;0.025;;;
NEU;03.01.2026 19:00;-0.8;-0.8;-0.7;-2.6;-2.8;54;3.1;-8.9;952.2;1011.5;1009;;;15;306;7.2;25.9;54;14.7;52.9;;;0;;0;223;;;;0;0.025;;;
NEU;03.01.2026 20:00;-0.8;-1;-0.7;-2.8;-3;57.5;3.3;-8.1;952.5;1011.8;1009.3;;;13.9;295;5.8;20.9;50;13.3;47.9;;;0;;0;218;;;;0;0.019;;;
NEU;03.01.2026 21:00;-0.9;-1;-0.7;-2.9;-3.3;58.7;3.4;-7.9;953.1;1012.4;1009.9;;;12;309;5.1;18.4;43.2;11.8;42.5;;;0;;0;222;;;;0;0.018;;;
NEU;03.01.2026 22:00;-1.1;-1.3;-1;-3.9;-4.5;56.5;3.2;-8.7;953.4;1012.8;1010.2;;;10.6;296;4.3;15.5;38.2;10.3;37.1;;;0;;0;214;;;;0;0.017;;;
NEU;03.01.2026 23:00;-1.4;-1.8;-1.1;-4.3;-5.4;53.5;3;-9.6;954;1013.6;1010.9;;;10.5;314;3;10.8;37.8;10.1;36.4;;;0;;0;211;;;;0;0.013;;;
NEU;04.01.2026 00:00;-2;-2.4;-1.8;-5.9;-6.8;55.7;2.9;-9.6;954.4;1014;1011.3;;;5.9;333;1.4;5;21.2;5.6;20.2;;;0;;0;209;;;;0;0.002;;;
NEU;04.01.2026 01:00;-3.2;-3.7;-2.8;-7.3;-7.3;60.4;2.9;-9.8;954.7;1014.7;1011.6;;;3.3;355;1.3;4.7;11.9;3.2;11.5;;;0;;0;210;;;;0;-0.002;;;
NEU;04.01.2026 02:00;-3.6;-3.9;-3.2;-7.5;-7.9;60.9;2.9;-10;954.8;1014.9;1011.7;;;4;352;1.7;6.1;14.4;3.8;13.7;;;0;;0;208;;;;0;0.001;;;
NEU;04.01.2026 03:00;-3.2;-3.7;-2.6;-7.6;-8.6;57.2;2.8;-10.5;955;1015;1011.9;;;5.2;40;1.8;6.5;18.7;5.1;18.4;;;0;;0;209;;;;0;0.002;;;
NEU;04.01.2026 04:00;-3.8;-4.2;-3.4;-8.9;-9.1;60.5;2.8;-10.3;954.8;1014.9;1011.7;;;2.8;41;1.1;4;10.1;2.7;9.7;;;0;;0;208;;;;0;-0.005;;;
NEU;04.01.2026 05:00;-4.6;-5;-4.3;-8.7;-9;66.3;2.9;-10;954.6;1014.9;1011.5;;;2.3;63;1.1;4;8.3;2.3;8.3;;;0;;0;206;;;;0;-0.006;;;
NEU;04.01.2026 06:00;-4.9;-5.2;-4.7;-9.7;-9.8;66;2.8;-10.3;955;1015.4;1011.9;;;2.8;50;1.6;5.8;10.1;2.7;9.7;;;0;;0;205;;;;0;-0.002;;;
NEU;04.01.2026 07:00;-5.1;-5.5;-4.9;-9.8;-10.1;70.9;3;-9.6;955.4;1015.8;1012.3;;;3.6;45;1.9;6.8;13;3.6;13;;;0;;0;205;;;;0;-0.001;;;
NEU;04.01.2026 08:00;-4.8;-5.1;-4.4;-9;-9.9;69.2;3;-9.6;955.5;1015.9;1012.4;;;3.1;57;1.7;6.1;11.2;3;10.8;;;0;;19;204;;;;25;0.005;;;
NEU;04.01.2026 09:00;-4.1;-4.8;-3.2;-4.3;-6.4;70.5;3.2;-8.7;955.7;1015.9;1012.6;;;3.8;73;1.1;4;13.7;3.8;13.7;;;0;;133;206;;;;60;0.028;;;
NEU;04.01.2026 10:00;-2.9;-3.7;-2.3;-0.6;-2.5;72.3;3.6;-7.2;955.9;1015.8;1012.8;;;4.3;90;2.1;7.6;15.5;4.2;15.1;;;0;;252;209;;;;60;0.065;;;
NEU;04.01.2026 11:00;-1.6;-2.3;-1.3;0.8;0.4;61.1;3.3;-8.1;955.8;1015.4;1012.7;;;4.7;90;2.5;9;16.9;4.7;16.9;;;0;;334;212;;;;60;0.099;;;
NEU;04.01.2026 12:00;-0.8;-1.3;-0.5;2.1;0.9;56.3;3.3;-8.4;955.2;1014.6;1012.1;;;5.4;86;2.8;10.1;19.4;5.2;18.7;;;0;;366;214;;;;60;0.116;;;
NEU;04.01.2026 13:00;-0.5;-0.8;-0.4;1;-0.4;53.7;3.2;-8.8;954.3;1013.6;1011.2;;;6.2;76;3.5;12.6;22.3;6.1;22;;;0;;345;215;;;;60;0.115;;;
NEU;04.01.2026 14:00;-0.7;-1;-0.1;-0.3;-0.6;55.2;3.2;-8.6;953.8;1013.1;1010.6;;;7.2;74;3.9;14;25.9;7;25.2;;;0;;274;216;;;;60;0.094;;;
NEU;04.01.2026 15:00;-0.9;-1.2;-0.8;-2;-2.7;56.6;3.2;-8.5;953.7;1013.1;1010.5;;;6.6;72;3.7;13.3;23.8;6.5;23.4;;;0;;162;216;;;;60;0.06;;;
NEU;04.01.2026 16:00;-1.5;-1.8;-1.2;-3.8;-4.6;58.8;3.2;-8.5;953.9;1013.4;1010.8;;;5.7;66;3.6;13;20.5;5.5;19.8;;;0;;37;214;;;;39;0.015;;;
NEU;04.01.2026 17:00;-2.3;-2.5;-1.9;-5.8;-6.4;62.8;3.3;-8.4;953.9;1013.6;1010.8;;;4.4;57;2.4;8.6;15.8;4.4;15.8;;;0;;0;212;;;;0;0.004;;;
NEU;04.01.2026 18:00;-2.8;-3;-2.5;-8.1;-8.8;65.3;3.3;-8.4;954.1;1014;1011;;;2.7;61;1.3;4.7;9.7;2.6;9.4;;;0;;0;211;;;;0;-0.004;;;
NEU;04.01.2026 19:00;-3.5;-3.9;-3;-8.7;-9.1;65.4;3.1;-9.1;954.3;1014.4;1011.2;;;3.9;25;1.7;6.1;14;3.8;13.7;;;0;;0;209;;;;0;-0.001;;;
NEU;04.01.2026 20:00;-3.5;-3.8;-3.4;-8.7;-8.8;65.3;3.1;-9.1;954.7;1014.8;1011.6;;;4.1;21;2;7.2;14.8;4;14.4;;;0;;0;209;;;;0;0.001;;;
NEU;04.01.2026 21:00;-4.4;-4.6;-4.2;-9.4;-9.7;70.2;3.1;-9;954.9;1015.1;1011.8;;;3.7;15;2;7.2;13.3;3.6;13;;;0;;0;208;;;;0;-0.001;;;
NEU;04.01.2026 22:00;-4.7;-4.9;-4.4;-9.6;-9.9;71.2;3.1;-9.2;955;1015.4;1011.9;;;3.2;9;1.9;6.8;11.5;3.2;11.5;;;0;;0;207;;;;0;-0.002;;;
NEU;04.01.2026 23:00;-5.5;-5.9;-5.1;-9.4;-9.6;71.1;2.9;-9.9;955.2;1015.7;1012.1;;;3.3;5;1.2;4.3;11.9;3.3;11.9;;;0;;0;207;;;;0;-0.005;;;
NEU;05.01.2026 00:00;-5.5;-5.7;-5.3;-8;-8.7;71.7;2.9;-9.8;955.3;1015.8;1012.2;;;1.5;360;0.6;2.2;5.4;1.5;5.4;;;0;;0;237;;;;0;0.003;;;
NEU;05.01.2026 01:00;-5;-5.2;-4.9;-7.2;-7.9;71.8;3;-9.3;955.2;1015.6;1012.1;;;1.1;34;0.5;1.8;4;1.1;4;;;0;;0;253;;;;0;0.002;;;
NEU;05.01.2026 02:00;-4.9;-5.1;-4.6;-6.7;-6.7;71.9;3.1;-9.2;955.4;1015.8;1012.3;;;2.6;39;0.7;2.5;9.4;2.6;9.4;;;0;;0;256;;;;0;0.004;;;
NEU;05.01.2026 03:00;-4.8;-4.9;-4.7;-6.3;-6.7;71.3;3;-9.2;955.3;1015.7;1012.2;;;1.5;40;0.8;2.9;5.4;1.4;5;;;0;;0;266;;;;0;0.004;;;
NEU;05.01.2026 04:00;-4.4;-4.5;-4.2;-5.6;-5.7;69.6;3.1;-9.1;955.2;1015.5;1012.1;;;1.5;50;0.8;2.9;5.4;1.5;5.4;;;0;;0;273;;;;0;0.005;;;
NEU;05.01.2026 05:00;-4.1;-4.2;-3.9;-5.1;-5.3;69.1;3.1;-8.9;955.3;1015.5;1012.2;;;1.8;27;0.7;2.5;6.5;1.7;6.1;;;0;;0;277;;;;0;0.004;;;
NEU;05.01.2026 06:00;-4;-4.1;-3.9;-5;-5.1;66.9;3;-9.3;955.3;1015.5;1012.2;;;2.9;32;1;3.6;10.4;2.8;10.1;;;0;;0;277;;;;0;0.006;;;
NEU;05.01.2026 07:00;-3.9;-4.1;-3.8;-5;-5.1;65.2;3;-9.5;955.6;1015.8;1012.5;;;2.8;41;1.1;4;10.1;2.7;9.7;;;0;;0;274;;;;0;0.007;;;
NEU;05.01.2026 08:00;-4;-4.1;-4;-4.9;-5;65.7;3;-9.5;956;1016.3;1012.9;;;2.7;39;1.4;5;9.7;2.6;9.4;;;0;;6;274;;;;0;0.017;;;
NEU;05.01.2026 09:00;-3.9;-4;-3.8;-4.2;-4.6;63.8;2.9;-9.7;956.3;1016.5;1013.3;;;3.7;34;1.6;5.8;13.3;3.7;13.3;;;0;;41;271;;;;0;0.028;;;
NEU;05.01.2026 10:00;-3.7;-3.9;-3.6;-3.1;-3.5;61.6;2.8;-10;956.5;1016.7;1013.5;;;3.6;45;1.6;5.8;13;3.6;13;;;0;;100;264;;;;0;0.042;;;
NEU;05.01.2026 11:00;-3.3;-3.9;-2.3;-1.7;-2.8;60.7;2.9;-9.8;956.5;1016.6;1013.5;;;3.1;69;1.2;4.3;11.2;3;10.8;;;0;;230;254;;;;17;0.069;;;
NEU;05.01.2026 12:00;-2.9;-3.3;-2.4;1.2;0.7;60.3;3;-9.5;956;1016;1012.9;;;3.5;115;1.7;6.1;12.6;3.4;12.2;;;0;;361;217;;;;58;0.1;;;
NEU;05.01.2026 13:00;-2.5;-3.1;-2.2;-0.3;-1.9;59.5;3;-9.3;955.5;1015.4;1012.4;;;4;117;1.9;6.8;14.4;3.9;14;;;0;;335;212;;;;60;0.095;;;
NEU;05.01.2026 14:00;-2.6;-2.8;-2.5;-1.6;-1.9;60.3;3.1;-9.2;955.2;1015;1012.1;;;3.8;118;1.8;6.5;13.7;3.7;13.3;;;0;;269;212;;;;60;0.075;;;
NEU;05.01.2026 15:00;-2.4;-2.5;-2.3;-3.3;-4;60.8;3.1;-9;955.3;1015.1;1012.2;;;4.3;110;2.1;7.6;15.5;4.2;15.1;;;0;;159;212;;;;60;0.044;;;
NEU;05.01.2026 16:00;-2.8;-3.1;-2.6;-5.6;-6.9;59.8;3;-9.5;955.5;1015.4;1012.4;;;3.8;68;1.9;6.8;13.7;3.7;13.3;;;0;;35;211;;;;27;0.009;;;
NEU;05.01.2026 17:00;-3.6;-4.2;-3.1;-8.4;-9.4;64.2;3;-9.4;955.7;1015.9;1012.6;;;3.4;32;1.4;5;12.2;3.3;11.9;;;0;;0;208;;;;0;-0.003;;;
NEU;05.01.2026 18:00;-4.9;-5.2;-4.4;-9.4;-9.7;69.4;3;-9.6;956.1;1016.5;1013;;;2.1;360;1.3;4.7;7.6;2;7.2;;;0;;0;206;;;;0;-0.003;;;
NEU;05.01.2026 19:00;-5.3;-5.4;-5.2;-9.2;-9.6;72.2;3;-9.5;956.4;1016.9;1013.4;;;2.7;11;1.5;5.4;9.7;2.6;9.4;;;0;;0;205;;;;0;-0.003;;;
NEU;05.01.2026 20:00;-5.4;-5.6;-5.2;-9.5;-9.9;71.2;2.9;-9.8;956.7;1017.3;1013.7;;;3;10;1.8;6.5;10.8;3;10.8;;;0;;0;205;;;;0;-0.002;;;
NEU;05.01.2026 21:00;-5.8;-6;-5.6;-10;-10.3;71.4;2.8;-10.2;956.7;1017.5;1013.7;;;2.9;20;1.2;4.3;10.4;2.8;10.1;;;0;;0;205;;;;0;-0.004;;;
NEU;05.01.2026 22:00;-5.9;-6.2;-5.3;-10.4;-10.5;70.1;2.8;-10.4;956.6;1017.3;1013.6;;;2.5;39;1.3;4.7;9;2.4;8.6;;;0;;0;204;;;;0;-0.003;;;
NEU;05.01.2026 23:00;-6.3;-6.7;-5.9;-10.7;-10.9;73.2;2.8;-10.3;956.7;1017.5;1013.7;;;1.7;61;1;3.6;6.1;1.7;6.1;;;0;;0;203;;;;0;-0.007;;;
NEU;06.01.2026 00:00;-7.1;-7.5;-6.8;-10.7;-11.2;71.3;2.6;-11.4;956.7;1017.8;1013.7;;;1.4;45;0.6;2.2;5;1.4;5;;;0;;0;202;;;;0;-0.007;;;
NEU;06.01.2026 01:00;-7.6;-7.8;-7.4;-11.4;-11.6;70.9;2.5;-11.9;956.7;1017.8;1013.7;;;1.8;45;0.9;3.2;6.5;1.8;6.5;;;0;;0;200;;;;0;-0.005;;;
NEU;06.01.2026 02:00;-7.9;-8.2;-7.6;-11.6;-12;72.8;2.5;-11.9;956.7;1018;1013.7;;;2.4;45;0.9;3.2;8.6;2.3;8.3;;;0;;0;200;;;;0;-0.005;;;
NEU;06.01.2026 03:00;-8.1;-8.3;-8;-11.8;-12.4;70.7;2.4;-12.5;956.7;1017.9;1013.7;;;1.7;45;0.9;3.2;6.1;1.7;6.1;;;0;;0;200;;;;0;-0.005;;;
