station_abbr;reference_timestamp;tre200h0;tre200hn;tre200hx;tre005h0;tre005hn;ure200h0;pva200h0;tde200h0;prestah0;pp0qffh0;pp0qnhh0;ppz700h0;ppz850h0;fkl010h1;dkl010h0;fkl010h0;fu3010h0;fu3010h1;fkl010h3;fu3010h3;wcc006h0;fve010h0;rre150h0;htoauths;gre000h0;oli000h0;olo000h0;osr000h0;ods000h0;sre000h0;erefaoh0;tso005hs;tso010hs;tso020hs
NEU;02.03.2026 06:00;3.3;3.1;3.4;0.3;0;89.6;6.9;1.7;965.7;1024.8;1023.1;;;1;27;0.5;1.8;3.6;1;3.6;;;0;;0;260;;;;0;-0.016;;;
NEU;02.03.2026 07:00;3.4;3.3;3.7;0.8;0.2;90.9;7.1;2.1;965.9;1025;1023.3;;;1;90;0.4;1.4;3.6;1;3.6;;;0;;27;260;;;;23;0.003;;;
NEU;02.03.2026 08:00;4.1;3.8;4.5;4.2;3;91.1;7.4;2.8;966.1;1025.1;1023.5;;;2.1;95;1.1;4;7.6;2;7.2;;;0;;165;261;;;;60;0.051;;;
NEU;02.03.2026 09:00;5;4.6;6.1;8.6;6.3;87.4;7.7;3.1;966.1;1024.9;1023.5;;;2.2;108;1;3.6;7.9;2.2;7.9;;;0;;330;264;;;;60;0.12;;;
NEU;02.03.2026 10:00;6.2;5.8;6.9;12.4;11.6;83;7.9;3.5;966;1024.6;1023.4;;;2;139;1;3.6;7.2;1.9;6.8;;;0;;466;268;;;;60;0.187;;;
NEU;02.03.2026 11:00;7.4;6.3;8.1;13.2;12.7;76.3;7.9;3.5;965.8;1024.1;1023.2;;;2.2;174;1.1;4;7.9;2.1;7.6;;;0;;560;272;;;;60;0.239;;;
NEU;02.03.2026 12:00;9.2;8.8;10.1;14.3;13.7;70;8.2;4;965.4;1023.2;1022.8;;;2.4;185;1.2;4.3;8.6;2.4;8.6;;;0;;604;276;;;;60;0.276;;;
NEU;02.03.2026 13:00;10.5;10.1;10.8;16.7;16.3;64.9;8.2;4.1;964.8;1022.3;1022.2;;;2.8;188;1.5;5.4;10.1;2.7;9.7;;;0;;592;279;;;;60;0.281;;;
NEU;02.03.2026 14:00;11.3;10.9;11.9;14.7;13.3;60.3;8.1;3.9;964.2;1021.5;1021.5;;;2.8;198;1.4;5;10.1;2.7;9.7;;;0;;528;282;;;;60;0.256;;;
NEU;02.03.2026 15:00;11.7;11.5;12.1;15.5;13.7;56.6;7.8;3.4;963.8;1021;1021.1;;;2.7;209;1.1;4;9.7;2.6;9.4;;;0;;411;284;;;;60;0.197;;;
NEU;02.03.2026 16:00;12.2;12;12.5;15.2;14.1;54.3;7.7;3.2;963.5;1020.6;1020.8;;;2.4;166;0.7;2.5;8.6;2.3;8.3;;;0;;256;285;;;;60;0.112;;;
NEU;02.03.2026 17:00;12;11.5;12.3;12.5;8.6;56.6;7.9;3.6;963.6;1020.8;1020.9;;;2.4;76;0.6;2.2;8.6;2.4;8.6;;;0;;91;286;;;;50;0.024;;;
NEU;02.03.2026 18:00;11.5;10.8;12;7;6.6;56.9;7.7;3.3;964.1;1021.3;1021.4;;;1.3;90;0.4;1.4;4.7;1.3;4.7;;;0;;2;284;;;;0;-0.022;;;
NEU;02.03.2026 19:00;10.5;10;11.2;6.6;5.9;60;7.6;3;964.6;1022.1;1022;;;1.6;63;0.5;1.8;5.8;1.6;5.8;;;0;;0;280;;;;0;-0.02;;;
NEU;02.03.2026 20:00;9.4;9;9.7;5.7;5.1;61.5;7.3;2.4;964.9;1022.7;1022.3;;;0.6;135;0.2;0.7;2.2;0.6;2.2;;;0;;0;279;;;;0;-0.022;;;
NEU;02.03.2026 21:00;8.8;8.5;9;5.2;4.9;65.8;7.4;2.8;965.5;1023.4;1022.9;;;0.7;252;0.3;1.1;2.5;0.7;2.5;;;0;;0;278;;;;0;-0.019;;;
NEU;02.03.2026 22:00;8.4;8.1;8.7;5.1;4.9;68;7.5;2.8;965.9;1023.9;1023.3;;;1;239;0.6;2.2;3.6;1;3.6;;;0;;0;278;;;;0;-0.013;;;
NEU;02.03.2026 23:00;7.4;7;8;4;3.4;69.9;7.2;2.3;966.2;1024.5;1023.7;;;1.3;22;0.6;2.2;4.7;1.3;4.7;;;0;;0;274;;;;0;-0.014;;;
NEU;03.03.2026 00:00;7.1;6.8;7.5;3.5;3;68.4;6.9;1.7;966.5;1024.9;1024;;;1.6;49;1.1;4;5.8;1.6;5.8;;;0;;0;272;;;;0;-0.006;;;
NEU;03.03.2026 01:00;6.1;5.9;6.3;2.6;2.3;75.4;7.1;2.1;966.8;1025.5;1024.3;;;1.5;360;0.5;1.8;5.4;1.5;5.4;;;0;;0;267;;;;0;-0.017;;;
NEU;03.03.2026 02:00;5.7;5.4;5.9;1.9;1.8;76.2;7;1.9;967.1;1025.8;1024.6;;;1.2;53;0.5;1.8;4.3;1.2;4.3;;;0;;0;265;;;;0;-0.019;;;
NEU;03.03.2026 03:00;5.4;5.3;5.6;1.8;1.7;77.7;7;1.8;967.1;1025.9;1024.6;;;1.2;34;0.5;1.8;4.3;1.2;4.3;;;0;;0;264;;;;0;-0.019;;;
NEU;03.03.2026 04:00;4.9;4.5;5.3;1.2;0.8;82.3;7.1;2.1;967.5;1026.4;1025;;;1.1;90;0.4;1.4;4;1.1;4;;;0;;0;262;;;;0;-0.021;;;
NEU;03.03.2026 05:00;4.4;4.1;4.8;1.1;0.8;90;7.5;2.9;967.9;1027;1025.4;;;0.9;63;0.5;1.8;3.2;0.8;2.9;;;0;;0;261;;;;0;-0.02;;;
NEU;03.03.2026 06:00;4;3.8;4.2;0.5;0.2;86.9;7.1;2;968.2;1027.4;1025.7;;;0.6;63;0.3;1.1;2.2;0.6;2.2;;;0;;0;260;;;;0;-0.019;;;
NEU;03.03.2026 07:00;4;3.7;4.2;1.3;0.6;87.9;7.1;2.2;968.4;1027.6;1026;;;1.1;63;0.4;1.4;4;1.1;4;;;0;;29;259;;;;26;0.005;;;
NEU;03.03.2026 08:00;5.2;4.7;5.7;4.8;3.4;85.7;7.6;3;968.9;1027.8;1026.5;;;1.5;104;0.5;1.8;5.4;1.4;5;;;0;;177;261;;;;60;0.058;;;
NEU;03.03.2026 09:00;5.9;5.2;6.7;9.3;6.8;84.6;7.8;3.5;969.2;1028;1026.8;;;2.3;100;1.1;4;8.3;2.2;7.9;;;0;;341;264;;;;60;0.128;;;
NEU;03.03.2026 10:00;7.7;7.1;8.5;13.7;12.7;76.8;8.1;3.9;969.4;1027.8;1027;;;2.6;131;1.2;4.3;9.4;2.5;9;;;0;;480;269;;;;60;0.203;;;
NEU;03.03.2026 11:00;8.4;7.7;8.9;14.3;13.6;72.8;8;3.8;969.3;1027.5;1026.9;;;2.6;170;1.3;4.7;9.4;2.5;9;;;0;;575;272;;;;60;0.253;;;
NEU;03.03.2026 12:00;10.2;9.8;11;15.2;14.6;65.8;8.2;4.1;968.9;1026.7;1026.5;;;3;185;1.2;4.3;10.8;2.9;10.4;;;0;;620;275;;;;60;0.293;;;
NEU;03.03.2026 13:00;11.6;11.2;12.1;17.8;17.4;56.4;7.7;3.2;968.3;1025.7;1025.8;;;2.5;180;1.2;4.3;9;2.4;8.6;;;0;;606;278;;;;60;0.3;;;
NEU;03.03.2026 14:00;12.2;11.6;12.4;15.5;13.8;54.9;7.8;3.4;967.8;1025.2;1025.3;;;2.7;196;1.5;5.4;9.7;2.6;9.4;;;0;;539;279;;;;60;0.27;;;
NEU;03.03.2026 15:00;12.7;12.4;13;16.5;13.9;52.7;7.8;3.3;967.5;1024.7;1025;;;2.6;209;1.3;4.7;9.4;2.5;9;;;0;;419;281;;;;60;0.21;;;
NEU;03.03.2026 16:00;13;12.7;13.3;16.1;14.6;51.7;7.7;3.3;967.2;1024.4;1024.7;;;2.1;180;0.6;2.2;7.6;2;7.2;;;0;;266;284;;;;60;0.117;;;
NEU;03.03.2026 17:00;12.8;12.4;13.1;13;8.8;49.3;7.3;2.5;967.2;1024.4;1024.7;;;2;63;0.9;3.2;7.2;2;7.2;;;0;;100;283;;;;57;0.036;;;
NEU;03.03.2026 18:00;12.7;12.3;13.1;7.1;6.7;43;6.3;0.4;967.4;1024.6;1024.9;;;4.1;38;1.7;6.1;14.8;4;14.4;;;0;;4;282;;;;0;0.014;;;
NEU;03.03.2026 19:00;11.9;11.5;12.5;6.1;5.7;44.2;6.2;0.1;967.7;1025.1;1025.2;;;4.4;30;2;7.2;15.8;4.2;15.1;;;0;;0;281;;;;0;0.016;;;
NEU;03.03.2026 20:00;10.8;9.9;11.8;5.7;5.4;53.9;6.9;1.7;967.9;1025.6;1025.4;;;4;54;0.9;3.2;14.4;3.9;14;;;0;;0;279;;;;0;-0.01;;;
NEU;03.03.2026 21:00;9.7;9.5;10;5.3;4.9;60.7;7.3;2.5;968.1;1025.9;1025.6;;;1.4;261;0.7;2.5;5;1.3;4.7;;;0;;0;277;;;;0;-0.015;;;
NEU;03.03.2026 22:00;9.4;9.1;9.7;4.4;4;59.1;7;1.8;968.2;1026.1;1025.7;;;3.5;68;1.1;4;12.6;3.4;12.2;;;0;;0;275;;;;0;-0.007;;;
NEU;03.03.2026 23:00;8.6;8.3;9.6;4.7;4.4;63.8;7.1;2.2;968.2;1026.3;1025.7;;;3.4;233;1;3.6;12.2;3.3;11.9;;;0;;0;274;;;;0;-0.01;;;
NEU;04.03.2026 00:00;7.8;7.5;8.3;3.8;3.4;68.6;7.3;2.4;968.4;1026.7;1025.9;;;1.9;236;1.1;4;6.8;1.9;6.8;;;0;;0;271;;;;0;-0.01;;;
NEU;04.03.2026 01:00;6.8;6.6;7.1;3;2.8;74.4;7.4;2.6;968.5;1027.1;1026.1;;;2;247;1.3;4.7;7.2;2;7.2;;;0;;0;269;;;;0;-0.008;;;
NEU;04.03.2026 02:00;6.8;6.6;6.9;3;2.8;69.8;6.9;1.7;968.4;1027;1025.9;;;1.9;257;1.3;4.7;6.8;1.9;6.8;;;0;;0;269;;;;0;-0.007;;;
NEU;04.03.2026 03:00;6;5.4;6.5;2.2;1.5;74.2;7;1.8;968.3;1027;1025.8;;;1.8;50;0.9;3.2;6.5;1.8;6.5;;;0;;0;266;;;;0;-0.013;;;
NEU;04.03.2026 04:00;4.8;4.5;5;1;0.8;85;7.3;2.5;968.3;1027.3;1025.8;;;1.4;68;0.6;2.2;5;1.4;5;;;0;;0;263;;;;0;-0.018;;;
NEU;04.03.2026 05:00;4.6;4.3;4.8;0.8;0.4;80.4;6.8;1.5;968.3;1027.4;1025.8;;;1.5;27;0.7;2.5;5.4;1.5;5.4;;;0;;0;262;;;;0;-0.013;;;
NEU;04.03.2026 06:00;4.6;4.3;5.1;0.6;0.3;79.5;6.8;1.4;968.3;1027.4;1025.8;;;2.4;49;0.9;3.2;8.6;2.1;7.6;;;0;;0;261;;;;0;-0.01;;;
NEU;04.03.2026 07:00;4.3;4.1;4.7;1.3;0.3;83.9;7;1.8;968.5;1027.7;1026.1;;;1.2;68;0.6;2.2;4.3;1.2;4.3;;;0;;35;260;;;;23;0.006;;;
NEU;04.03.2026 08:00;5.1;4.9;5.3;5.2;3.7;82.4;7.3;2.4;968.8;1027.7;1026.4;;;1.7;104;0.8;2.9;6.1;1.7;6.1;;;0;;176;263;;;;60;0.06;;;
NEU;04.03.2026 09:00;5.7;5.1;6.1;9.2;7;82.1;7.5;2.8;969;1027.9;1026.6;;;2.3;112;1.1;4;8.3;2.2;7.9;;;0;;334;264;;;;60;0.127;;;
NEU;04.03.2026 10:00;7.2;6.7;7.9;13.2;12.3;76;7.7;3.3;969.1;1027.6;1026.7;;;2.1;135;1.1;4;7.6;2.1;7.6;;;0;;470;268;;;;60;0.197;;;
NEU;04.03.2026 11:00;8.6;7.8;9.5;14;13.6;70.4;7.8;3.5;968.8;1027;1026.4;;;2.6;180;1.2;4.3;9.4;2.5;9;;;0;;565;272;;;;60;0.252;;;
NEU;04.03.2026 12:00;10.1;9.5;10.9;15.4;14.2;63.4;7.8;3.5;968.4;1026.2;1025.9;;;2.3;180;1.1;4;8.3;2.3;8.3;;;0;;610;277;;;;60;0.289;;;
NEU;04.03.2026 13:00;11.3;10.7;12;17.4;16.9;58.3;7.8;3.4;967.7;1025.2;1025.2;;;2.3;180;1.1;4;8.3;2.2;7.9;;;0;;592;281;;;;60;0.292;;;
NEU;04.03.2026 14:00;12.1;11.6;12.5;15.9;14.4;54.6;7.7;3.2;967;1024.3;1024.5;;;2.2;180;1;3.6;7.9;2.2;7.9;;;0;;522;283;;;;60;0.261;;;
NEU;04.03.2026 15:00;12.6;12.3;13;16.7;14.8;52.5;7.7;3.1;966.5;1023.7;1024;;;1.9;173;0.9;3.2;6.8;1.8;6.5;;;0;;411;285;;;;60;0.203;;;
NEU;04.03.2026 16:00;12.8;12.5;13;16;14.6;50.7;7.5;2.8;966.1;1023.3;1023.5;;;2.9;124;0.9;3.2;10.4;2.7;9.7;;;0;;261;286;;;;60;0.122;;;
NEU;04.03.2026 17:00;13.4;13.1;13.7;12.9;10.1;44.7;6.9;1.7;965.9;1022.9;1023.3;;;5.3;58;2.7;9.7;19.1;5.3;19.1;;;0;;98;286;;;;55;0.085;;;
NEU;04.03.2026 18:00;12.5;12.3;12.9;8.2;7.4;48.3;7;1.9;966.1;1023.3;1023.5;;;5.5;36;2.9;10.4;19.8;5.4;19.4;;;0;;4;284;;;;0;0.027;;;
NEU;04.03.2026 19:00;12;11.9;12.2;7.5;7;49.3;6.9;1.7;966.4;1023.7;1023.8;;;6.1;44;3;10.8;22;5.9;21.2;;;0;;0;282;;;;0;0.026;;;
NEU;04.03.2026 20:00;11.3;10.1;11.8;7.2;6.4;49.7;6.6;1.2;966.5;1023.9;1023.9;;;5.8;57;2.5;9;20.9;5.6;20.2;;;0;;0;280;;;;0;0.019;;;
NEU;04.03.2026 21:00;9.7;8.9;10.2;5.6;5.2;53.8;6.5;0.8;966.6;1024.4;1024.1;;;3.4;48;1.5;5.4;12.2;3.4;12.2;;;0;;0;278;;;;0;0.006;;;
NEU;04.03.2026 22:00;8.9;8.6;9.2;5.3;5.1;58;6.6;1.1;966.7;1024.7;1024.2;;;2.2;45;0.5;1.8;7.9;2.1;7.6;;;0;;0;276;;;;0;-0.014;;;
NEU;04.03.2026 23:00;7.9;7.8;8.1;4.6;4.4;61.6;6.6;1;966.8;1025;1024.3;;;1.6;247;0.9;3.2;5.8;1.6;5.8;;;0;;0;274;;;;0;-0.007;;;
NEU;05.03.2026 00:00;7.3;7.1;7.5;4.1;3.4;61.8;6.3;0.5;966.5;1024.9;1024;;;2.2;37;0.7;2.5;7.9;2.1;7.6;;;0;;0;271;;;;0;-0.01;;;
NEU;05.03.2026 01:00;6.8;6.4;7.2;3.4;3;63.8;6.3;0.4;966.4;1024.8;1023.8;;;1.4;63;0.2;0.7;5;1.4;5;;;0;;0;270;;;;0;-0.02;;;
NEU;05.03.2026 02:00;6.1;5.9;6.3;2.9;2.5;67.9;6.4;0.6;966;1024.6;1023.4;;;2.4;39;0.8;2.9;8.6;2.4;8.6;;;0;;0;269;;;;0;-0.009;;;
NEU;05.03.2026 03:00;5.6;5.1;6.2;1.7;1.4;71.4;6.5;0.9;965.7;1024.3;1023.1;;;2;56;0.3;1.1;7.2;2;7.2;;;0;;0;268;;;;0;-0.018;;;
NEU;05.03.2026 04:00;5;4.8;5.2;1.4;1.3;74.4;6.5;0.9;965.6;1024.4;1023;;;1;248;0.5;1.8;3.6;1;3.6;;;0;;0;268;;;;0;-0.015;;;
NEU;05.03.2026 05:00;4.7;4.6;4.9;1.3;1.1;76.3;6.6;0.9;965.3;1024.2;1022.7;;;0.8;0;0.3;1.1;2.9;0.8;2.9;;;0;;0;267;;;;0;-0.017;;;
NEU;05.03.2026 06:00;4.3;4.1;4.4;0.7;0.4;80.9;6.7;1.3;965.1;1024;1022.5;;;2.1;63;0.5;1.8;7.6;1.9;6.8;;;0;;0;266;;;;0;-0.015;;;
NEU;05.03.2026 07:00;4;3.8;4.1;1.2;0.5;84.1;6.8;1.5;965.2;1024.2;1022.6;;;1.1;72;0.5;1.8;4;1.1;4;;;0;;32;264;;;;0;0.009;;;
NEU;05.03.2026 08:00;4.7;4.2;5.1;5;3.3;86.2;7.4;2.6;965.2;1024;1022.6;;;1.9;81;0.7;2.5;6.8;1.8;6.5;;;0;;159;265;;;;56;0.055;;;
NEU;05.03.2026 09:00;5.8;5.3;6.6;9;7.4;82.4;7.6;3;965;1023.5;1022.4;;;2.5;94;1.6;5.8;9;2.5;9;;;0;;317;269;;;;60;0.122;;;
NEU;05.03.2026 10:00;6.8;6.3;7.5;12.7;11.6;78.2;7.7;3.3;965;1023.3;1022.4;;;2.4;127;1.2;4.3;8.6;2.3;8.3;;;0;;455;274;;;;60;0.189;;;
NEU;05.03.2026 11:00;8.2;7.4;8.7;13.6;13.4;72.3;7.9;3.5;964.8;1022.8;1022.2;;;3.3;151;1.3;4.7;11.9;3.2;11.5;;;0;;516;280;;;;60;0.231;;;
NEU;05.03.2026 12:00;9.5;8.6;10.5;14.6;13.8;66.7;7.9;3.6;964.4;1022.1;1021.8;;;2.4;174;1.1;4;8.6;2.3;8.3;;;0;;547;289;;;;60;0.259;;;
NEU;05.03.2026 13:00;10.5;10.2;10.9;16.2;15.6;60.8;7.7;3.2;963.6;1021.1;1020.9;;;2.3;139;1.2;4.3;8.3;2.2;7.9;;;0;;527;293;;;;60;0.259;;;
NEU;05.03.2026 14:00;11.6;10.8;12.2;15.5;14.7;59.7;8.1;4;962.6;1019.8;1019.9;;;2.3;174;1;3.6;8.3;2.3;8.3;;;0;;468;292;;;;60;0.235;;;
NEU;05.03.2026 15:00;12.4;12.1;12.8;15;13.7;57.5;8.3;4.3;962.2;1019.2;1019.5;;;2.6;200;1.3;4.7;9.4;2.5;9;;;0;;308;297;;;;35;0.166;;;
NEU;05.03.2026 16:00;12.5;12.2;12.8;14.4;13.3;56.3;8.2;4.1;961.7;1018.6;1018.9;;;1.6;153;0.7;2.5;5.8;1.5;5.4;;;0;;220;302;;;;43;0.106;;;
NEU;05.03.2026 17:00;11.9;11.6;12.1;10.5;9.4;58.8;8.2;4.1;961.6;1018.6;1018.8;;;1.8;249;0.9;3.2;6.5;1.8;6.5;;;0;;63;297;;;;0;0.038;;;
NEU;05.03.2026 18:00;11.5;10.8;12.1;8.3;7.7;59.3;8.1;3.9;961.7;1018.8;1018.9;;;1.9;338;1;3.6;6.8;1.9;6.8;;;0;;4;297;;;;0;-0.002;;;
NEU;05.03.2026 19:00;10.5;10.4;10.7;7.4;7.3;54.7;7;1.8;962;1019.4;1019.2;;;2;23;0.8;2.9;7.2;2;7.2;;;0;;0;294;;;;0;-0.003;;;
NEU;05.03.2026 20:00;10.1;9.6;10.6;6.9;5.8;52.2;6.5;0.7;962.2;1019.6;1019.4;;;1.8;27;0.5;1.8;6.5;1.8;6.5;;;0;;0;293;;;;0;-0.009;;;
NEU;05.03.2026 21:00;9.4;9;9.9;6.2;5.6;53;6.2;0.3;962.3;1019.9;1019.5;;;0.9;333;0.3;1.1;3.2;0.9;3.2;;;0;;0;292;;;;0;-0.006;;;
NEU;05.03.2026 22:00;8.9;8.5;9.2;5.4;5.1;56.6;6.4;0.8;962.4;1020.1;1019.7;;;0.9;270;0.3;1.1;3.2;0.9;3.2;;;0;;0;290;;;;0;-0.012;;;
NEU;05.03.2026 23:00;8.4;8;8.6;5;4.5;58.3;6.4;0.7;962.5;1020.4;1019.8;;;0.8;270;0.2;0.7;2.9;0.8;2.9;;;0;;0;289;;;;0;-0.013;;;
NEU;06.03.2026 00:00;7.6;7.3;7.9;3.8;3.5;69.7;7.3;2.3;962.7;1020.8;1020;;;1.7;45;0.7;2.5;6.1;1.7;6.1;;;0;;0;286;;;;0;-0.009;;;
NEU;06.03.2026 01:00;7.4;6.8;8;3.6;2.9;66.5;6.9;1.5;962.8;1020.8;1020.1;;;2.6;45;1.1;4;9.4;2.6;9.4;;;0;;0;286;;;;0;-0.001;;;
NEU;06.03.2026 02:00;6.5;6.3;6.8;3.7;3.1;86.2;8.3;4.3;962.8;1021.1;1020.1;;;0.9;153;0.3;1.1;3.2;0.9;3.2;;;0;;0;299;;;;0;0;;;
NEU;06.03.2026 03:00;6.2;5.9;6.6;3.7;3.4;83.1;7.9;3.6;963;1021.3;1020.3;;;1.6;90;0.6;2.2;5.8;1.6;5.8;;;0;;0;291;;;;0;0.002;;;
NEU;06.03.2026 04:00;6.6;6.3;7;3.5;3.2;69.9;6.8;1.5;963.1;1021.3;1020.4;;;1.3;27;0.7;2.5;4.7;1.3;4.7;;;0;;0;281;;;;0;-0.004;;;
NEU;06.03.2026 05:00;5.8;5.4;6.7;2.3;2;81.4;7.5;2.8;963.1;1021.6;1020.4;;;1.3;72;0.6;2.2;4.7;1.3;4.7;;;0;;0;280;;;;0;-0.011;;;
NEU;06.03.2026 06:00;5.3;5.1;5.4;2;1.8;80.3;7.1;2.2;963.3;1021.9;1020.6;;;1.2;259;0.6;2.2;4.3;1.2;4.3;;;0;;0;277;;;;0;-0.011;;;
NEU;06.03.2026 07:00;5.7;5.3;6.3;2.6;1.6;73.1;6.7;1.3;963.5;1022;1020.8;;;1;27;0.5;1.8;3.6;1;3.6;;;0;;31;277;;;;0;0.014;;;
NEU;06.03.2026 08:00;5.9;5.7;6.3;6.1;4.7;81.7;7.6;3;963.8;1022.2;1021.1;;;2.8;73;1.3;4.7;10.1;2.7;9.7;;;0;;143;279;;;;0;0.058;;;
NEU;06.03.2026 09:00;6.4;5.9;7;9.1;7.6;84.6;8.1;4;964.2;1022.6;1021.6;;;2.1;117;0.9;3.2;7.6;2.1;7.6;;;0;;281;281;;;;39;0.114;;;
NEU;06.03.2026 10:00;8.2;7.4;9.8;12.7;11.4;77.3;8.4;4.4;964.5;1022.5;1021.9;;;3.6;207;1.2;4.3;13;3.5;12.6;;;0;;419;286;;;;60;0.185;;;
NEU;06.03.2026 11:00;9.1;7.9;10;13.7;12.5;71.7;8.3;4.2;964.5;1022.3;1021.9;;;2.2;140;0.9;3.2;7.9;2.2;7.9;;;0;;460;289;;;;53;0.217;;;
NEU;06.03.2026 12:00;10.9;9.6;11.6;16;15.2;63.1;8.2;4.2;964.1;1021.5;1021.4;;;2.5;90;1.2;4.3;9;2.5;9;;;0;;565;293;;;;60;0.279;;;
NEU;06.03.2026 13:00;12.3;11.7;12.7;17.3;16.4;58.2;8.3;4.3;963.6;1020.7;1020.9;;;2.3;114;1.1;4;8.3;2.2;7.9;;;0;;484;298;;;;60;0.255;;;
NEU;06.03.2026 14:00;13.5;13.1;13.8;17.5;16.4;56.5;8.7;5;962.9;1019.6;1020.2;;;2.2;150;0.9;3.2;7.9;2.1;7.6;;;0;;470;301;;;;60;0.249;;;
NEU;06.03.2026 15:00;14;13.7;14.4;17.5;16.6;54.2;8.7;5;962.4;1019;1019.6;;;1.8;113;0.9;3.2;6.5;1.8;6.5;;;0;;348;305;;;;60;0.186;;;
NEU;06.03.2026 16:00;14.4;13.8;14.9;16.8;15.5;48.1;7.9;3.6;962.3;1018.9;1019.6;;;2.9;96;1.1;4;10.4;2.8;10.1;;;0;;252;308;;;;53;0.132;;;
NEU;06.03.2026 17:00;15.7;15.1;15.8;13.8;11.8;36.6;6.5;0.9;962.4;1018.7;1019.7;;;5.4;43;2.5;9;19.4;5.3;19.1;;;0;;81;307;;;;4;0.1;;;
NEU;06.03.2026 18:00;14.4;13.5;15;9.8;9.2;39.5;6.5;0.8;962.7;1019.3;1020;;;5.6;37;2.1;7.6;20.2;5.4;19.4;;;0;;3;301;;;;0;0.029;;;
NEU;06.03.2026 19:00;12.5;11.7;13.6;9;8.6;47.2;6.9;1.6;963.2;1020.2;1020.5;;;2.6;18;0.8;2.9;9.4;2.5;9;;;0;;0;298;;;;0;-0.005;;;
NEU;06.03.2026 20:00;12.4;11.9;12.9;7.6;7.2;47.2;6.8;1.5;963.7;1020.8;1021;;;3.7;13;1.8;6.5;13.3;3.6;13;;;0;;0;296;;;;0;0.016;;;
NEU;06.03.2026 21:00;11.2;10.2;12.6;6.8;6.2;54.3;7.2;2.3;964.2;1021.6;1021.6;;;2.3;153;0.6;2.2;8.3;2.3;8.3;;;0;;0;291;;;;0;-0.012;;;
NEU;06.03.2026 22:00;9.8;9.3;10.7;6;5.4;61.8;7.5;2.8;964.8;1022.5;1022.2;;;1.1;270;0.4;1.4;4;1;3.6;;;0;;0;286;;;;0;-0.017;;;
NEU;06.03.2026 23:00;9.3;9.1;9.6;4.8;4.6;66;7.8;3.3;965;1022.8;1022.4;;;1.6;315;0.6;2.2;5.8;1.6;5.8;;;0;;0;287;;;;0;-0.013;;;
NEU;07.03.2026 00:00;8.8;8.2;9.3;5.3;4.4;60.8;6.9;1.7;965.2;1023.1;1022.6;;;1.2;315;0.4;1.4;4.3;1.2;4.3;;;0;;0;286;;;;0;-0.014;;;
NEU;07.03.2026 01:00;7.9;7.3;8.5;4;3.7;73.5;7.8;3.4;965.6;1023.7;1023;;;1.5;248;0.6;2.2;5.4;1.4;5;;;0;;0;280;;;;0;-0.013;;;
NEU;07.03.2026 02:00;7.5;7;8;3.7;3.5;74.4;7.7;3.3;965.6;1023.8;1023;;;1;270;0.5;1.8;3.6;1;3.6;;;0;;0;282;;;;0;-0.015;;;
NEU;07.03.2026 03:00;6.5;6.2;6.8;3;2.6;84.1;8.1;4;965.4;1023.8;1022.8;;;1.2;45;0.5;1.8;4.3;1.2;4.3;;;0;;0;281;;;;0;-0.014;;;
NEU;07.03.2026 04:00;6;5.8;6.4;2.7;2.2;86.9;8.1;4;965.5;1024.1;1022.9;;;1;56;0.4;1.4;3.6;1;3.6;;;0;;0;278;;;;0;-0.018;;;
NEU;07.03.2026 05:00;6;5.5;6.3;2.6;2;83.6;7.8;3.4;965.7;1024.2;1023.1;;;1.3;56;0.7;2.5;4.7;1.2;4.3;;;0;;0;277;;;;0;-0.014;;;
NEU;07.03.2026 06:00;5.5;5.2;5.8;2.3;2.1;85.1;7.7;3.2;965.9;1024.5;1023.3;;;1.2;45;0.6;2.2;4.3;1.2;4.3;;;0;;1;276;;;;0;-0.014;;;
NEU;07.03.2026 07:00;5.5;5.1;6;3;2;87.5;7.9;3.6;966;1024.7;1023.4;;;1.7;58;1;3.6;6.1;1.7;6.1;;;0;;43;274;;;;0;0.012;;;
NEU;07.03.2026 08:00;6.1;5.7;6.7;6.5;5.1;85.9;8.1;4;966.3;1024.9;1023.8;;;1.1;135;0.3;1.1;4;1.1;4;;;0;;166;272;;;;54;0.061;;;
NEU;07.03.2026 09:00;7;6.7;7.3;10.7;8.9;83.7;8.4;4.4;966.3;1024.7;1023.7;;;1.5;124;0.7;2.5;5.4;1.5;5.4;;;0;;327;274;;;;60;0.134;;;
NEU;07.03.2026 10:00;8.1;6.9;8.9;13.7;12.9;78.1;8.4;4.5;966.3;1024.4;1023.7;;;2.6;90;1.3;4.7;9.4;2.5;9;;;0;;466;278;;;;60;0.202;;;
NEU;07.03.2026 11:00;10;8.8;11.3;15.4;14.8;70.6;8.6;4.9;966.4;1024.1;1023.8;;;2.1;167;1;3.6;7.6;2;7.2;;;0;;565;282;;;;60;0.267;;;
NEU;07.03.2026 12:00;11.9;10.7;12.5;17.2;16;60.2;8.4;4.4;966.1;1023.4;1023.5;;;2.3;131;1.2;4.3;8.3;2.3;8.3;;;0;;609;289;;;;60;0.307;;;
NEU;07.03.2026 13:00;12.5;12;12.9;18.6;18.2;58.8;8.5;4.7;965.6;1022.8;1023;;;2;167;1;3.6;7.2;2;7.2;;;0;;585;291;;;;60;0.3;;;
